Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,14861988,4,"Saturday, October 16, 2010 19:16:19 UTC",33.0650,-114.9485,1.5,0.00, 8,"Southern California"
ak,10102487,2,"Saturday, October 16, 2010 19:12:39 UTC",63.4170,-151.4690,1.0,10.00,13,"Central Alaska"
ne,00001205,a,"Saturday, October 16, 2010 19:11:23 UTC",45.2035,-67.0490,1.5,0.50, 6,"Maine"
ak,10102485,2,"Saturday, October 16, 2010 19:08:56 UTC",63.4131,-151.4481,1.1,7.90,11,"Central Alaska"
ci,14861972,4,"Saturday, October 16, 2010 19:07:55 UTC",34.0143,-116.9845,1.7,20.40,47,"Southern California"
nc,71474966,0,"Saturday, October 16, 2010 19:07:26 UTC",38.9583,-123.1810,1.6,5.50, 7,"Northern California"
pr,10289004,0,"Saturday, October 16, 2010 18:49:14 UTC",19.7099,-66.2200,3.1,44.00, 6,"Puerto Rico region"
nn,00318766,7,"Saturday, October 16, 2010 18:47:28 UTC",36.2198,-115.7370,1.0,1.40,10,"Nevada"
ci,14861956,3,"Saturday, October 16, 2010 18:39:53 UTC",33.4912,-118.3942,2.1,7.00,33,"San Pedro Channel, California"
nc,71474951,1,"Saturday, October 16, 2010 18:39:02 UTC",38.8400,-122.8293,1.1,2.50,24,"Northern California"
pr,10289003,0,"Saturday, October 16, 2010 18:25:32 UTC",18.3269,-65.8020,2.6,64.00, 3,"Puerto Rico"
ci,14861932,4,"Saturday, October 16, 2010 18:05:24 UTC",32.3863,-115.4525,2.9,16.10,31,"Baja California, Mexico"
pr,10289006,0,"Saturday, October 16, 2010 18:00:40 UTC",18.3120,-67.3669,1.9,19.00, 4,"Mona Passage, Puerto Rico"
ak,10102473,2,"Saturday, October 16, 2010 17:51:32 UTC",60.7428,-148.2037,1.5,20.00,20,"Kenai Peninsula, Alaska"
ak,10102469,2,"Saturday, October 16, 2010 17:32:51 UTC",61.1813,-140.5789,1.7,4.10,19,"Southern Yukon Territory, Canada"
ci,14861908,4,"Saturday, October 16, 2010 16:50:29 UTC",32.6642,-115.9350,1.0,8.80,15,"Southern California"
nc,71474896,0,"Saturday, October 16, 2010 16:16:26 UTC",38.1593,-122.1647,1.9,3.30, 4,"San Francisco Bay area, California"
nc,71474891,0,"Saturday, October 16, 2010 16:05:54 UTC",38.7507,-122.7200,1.3,2.10,14,"Northern California"
nc,71474886,0,"Saturday, October 16, 2010 15:59:07 UTC",38.8383,-122.8267,1.2,2.80,19,"Northern California"
ak,10102447,2,"Saturday, October 16, 2010 15:56:43 UTC",62.1575,-151.1555,2.9,82.20,62,"Central Alaska"
us,a00040wu,8,"Saturday, October 16, 2010 15:44:32 UTC",-7.3427,125.6625,6.1,20.60,119,"Kepulauan Barat Daya, Indonesia"
ak,10104071,2,"Saturday, October 16, 2010 15:15:03 UTC",59.1306,-150.2831,1.7,20.20,10,"Kenai Peninsula, Alaska"
ak,10102433,3,"Saturday, October 16, 2010 14:51:10 UTC",62.2419,-149.3300,3.5,46.90,97,"Central Alaska"
nc,71474866,0,"Saturday, October 16, 2010 14:47:34 UTC",38.8317,-122.7945,1.2,1.10, 9,"Northern California"
ak,10102431,2,"Saturday, October 16, 2010 14:43:00 UTC",63.6181,-147.5741,1.4,18.50,16,"Central Alaska"
ci,14861900,4,"Saturday, October 16, 2010 14:40:03 UTC",35.9983,-117.5290,1.2,1.70,27,"Central California"
nm,101610d,A,"Saturday, October 16, 2010 14:29:42 UTC",35.3214,-92.3108,1.6,3.00, 5,"Arkansas"
nn,00318758,7,"Saturday, October 16, 2010 14:26:14 UTC",37.1395,-117.3840,1.4,10.80,16,"Nevada"
ak,10104068,2,"Saturday, October 16, 2010 14:13:58 UTC",63.6487,-147.5990,1.1,13.40,13,"Central Alaska"
ci,14861884,4,"Saturday, October 16, 2010 14:05:35 UTC",33.0037,-116.4630,2.3,8.90,62,"Southern California"
ak,10102425,2,"Saturday, October 16, 2010 13:56:37 UTC",60.2839,-151.0291,1.3,61.40,15,"Kenai Peninsula, Alaska"
pr,10289007,0,"Saturday, October 16, 2010 13:53:13 UTC",17.8700,-66.5419,1.7,8.00, 5,"Puerto Rico region"
us,a00040wj,8,"Saturday, October 16, 2010 13:51:41 UTC",-55.5694,158.3721,5.2,19.50,50,"Macquarie Island region"
ak,10102417,2,"Saturday, October 16, 2010 13:40:15 UTC",51.8697,-177.1744,2.7,83.40,13,"Andreanof Islands, Aleutian Islands, Alaska"
us,a00040wa,8,"Saturday, October 16, 2010 13:27:46 UTC",-20.4033,-173.9554,5.8,9.50,228,"Tonga"
se,101610e,A,"Saturday, October 16, 2010 13:21:06 UTC",37.0531,-83.8312,2.0,1.90,11,"eastern Kentucky"
ci,14861876,4,"Saturday, October 16, 2010 13:07:00 UTC",32.9643,-116.3942,1.1,10.30,32,"Southern California"
ak,10102411,2,"Saturday, October 16, 2010 12:59:30 UTC",60.2422,-141.2286,1.9,4.60,26,"Southern Alaska"
uw,10161250,1,"Saturday, October 16, 2010 12:50:29 UTC",46.1983,-122.1833,1.4,2.40,26,"Mount St. Helens area, Washington"
ci,14861868,6,"Saturday, October 16, 2010 12:07:51 UTC",32.2465,-115.3860,3.0,5.80,21,"Baja California, Mexico"
ak,10102405,2,"Saturday, October 16, 2010 12:04:36 UTC",61.3783,-146.1954,1.5,20.30,29,"Southern Alaska"
us,a00040vw,7,"Saturday, October 16, 2010 12:03:07 UTC",-34.9858,-72.1321,4.8,32.90,49,"Maule, Chile"
mb,10168585,2,"Saturday, October 16, 2010 11:42:04 UTC",46.3763,-111.4091,1.2,1.70,12,"western Montana"
ci,36880039,4,"Saturday, October 16, 2010 11:22:44 UTC",32.0215,-116.7065,2.0,10.00,12,"Baja California, Mexico"
ak,10104062,2,"Saturday, October 16, 2010 11:16:15 UTC",61.8738,-149.2282,1.2,4.40,17,"Southern Alaska"
ci,14861852,4,"Saturday, October 16, 2010 11:13:18 UTC",32.7838,-115.4405,1.5,15.30,24,"Southern California"
ci,14861844,4,"Saturday, October 16, 2010 11:09:05 UTC",33.8160,-117.8472,1.3,5.00,37,"Greater Los Angeles area, California"
ak,10104061,2,"Saturday, October 16, 2010 10:50:02 UTC",62.8845,-149.9352,1.0,75.30, 9,"Central Alaska"
ci,14861836,2,"Saturday, October 16, 2010 10:49:24 UTC",32.7623,-115.4333,1.2,15.80,15,"Southern California"
nc,71474786,4,"Saturday, October 16, 2010 10:48:25 UTC",40.2410,-121.3643,2.2,5.40,21,"Northern California"
ak,10104060,2,"Saturday, October 16, 2010 10:33:59 UTC",59.2654,-152.2376,1.8,69.00, 9,"Southern Alaska"
ci,14861828,4,"Saturday, October 16, 2010 10:32:25 UTC",33.1247,-116.5387,1.7,14.70,55,"Southern California"
ci,14861820,4,"Saturday, October 16, 2010 10:24:17 UTC",32.6265,-115.7177,1.5,8.40,30,"Baja California, Mexico"
nm,101610b,B,"Saturday, October 16, 2010 09:43:18 UTC",35.2883,-92.3320,3.5,6.10,17,"Arkansas"
pr,10289002,0,"Saturday, October 16, 2010 09:41:11 UTC",18.7290,-65.2413,3.0,59.20,11,"Puerto Rico region"
ci,14861804,4,"Saturday, October 16, 2010 09:30:53 UTC",32.2243,-115.2772,1.9,10.00,10,"Baja California, Mexico"
ak,10102392,2,"Saturday, October 16, 2010 09:30:00 UTC",61.9377,-146.9120,1.4,35.20,22,"Southern Alaska"
ak,10102391,2,"Saturday, October 16, 2010 09:23:33 UTC",63.1420,-151.4577,1.0,15.00,13,"Central Alaska"
ci,14861796,2,"Saturday, October 16, 2010 08:53:24 UTC",32.6503,-115.7088,1.4,7.50,13,"Southern California"
ak,10104057,2,"Saturday, October 16, 2010 08:48:10 UTC",62.9295,-151.1676,1.2,109.50,12,"Central Alaska"
ci,14861788,4,"Saturday, October 16, 2010 08:31:44 UTC",33.9145,-117.7428,1.5,9.90,41,"Greater Los Angeles area, California"
ak,10102387,2,"Saturday, October 16, 2010 08:26:33 UTC",60.3016,-152.5503,1.9,90.50,26,"Southern Alaska"
ci,14861780,4,"Saturday, October 16, 2010 08:24:29 UTC",32.6227,-115.7757,1.6,5.50,23,"Baja California, Mexico"
ci,14861772,4,"Saturday, October 16, 2010 08:22:56 UTC",32.6237,-115.7750,1.8,5.00,25,"Baja California, Mexico"
nc,71474751,0,"Saturday, October 16, 2010 08:20:40 UTC",38.8252,-122.7968,1.0,2.80,12,"Northern California"
ci,14861764,4,"Saturday, October 16, 2010 08:17:02 UTC",32.6147,-115.7752,1.1,5.40,21,"Baja California, Mexico"
uw,10160816,1,"Saturday, October 16, 2010 08:16:26 UTC",46.1951,-122.1858,1.3,1.10,16,"Mount St. Helens area, Washington"
ak,10104055,2,"Saturday, October 16, 2010 08:13:16 UTC",62.8707,-150.6995,1.3,89.90,15,"Central Alaska"
ak,10102382,2,"Saturday, October 16, 2010 08:12:53 UTC",59.9445,-141.1971,1.4,1.60,14,"Southeastern Alaska"
ak,10102380,2,"Saturday, October 16, 2010 08:00:53 UTC",63.3011,-151.1020,1.2,8.30,14,"Central Alaska"
ak,10102378,2,"Saturday, October 16, 2010 07:52:32 UTC",60.2066,-152.0789,1.4,94.50,13,"Southern Alaska"
ak,10102375,2,"Saturday, October 16, 2010 07:48:06 UTC",63.1738,-150.5398,1.8,117.20,24,"Central Alaska"
ak,10102374,2,"Saturday, October 16, 2010 07:06:59 UTC",51.8932,-173.6287,2.5,0.70,11,"Andreanof Islands, Aleutian Islands, Alaska"
nm,101610c,A,"Saturday, October 16, 2010 07:04:37 UTC",35.3081,-92.3190,1.6,3.80, 6,"Arkansas"
us,a00040uk,8,"Saturday, October 16, 2010 06:43:13 UTC",14.1263,-91.5481,4.6,59.90,125,"Guatemala"
ci,14861740,4,"Saturday, October 16, 2010 06:41:52 UTC",32.8952,-115.4483,1.4,13.30,18,"Southern California"
ak,10104049,2,"Saturday, October 16, 2010 06:30:50 UTC",54.5551,-161.7270,2.3,25.90, 7,"Alaska Peninsula"
pr,10289001,0,"Saturday, October 16, 2010 06:29:41 UTC",17.7945,-66.1806,1.9,3.20, 4,"Puerto Rico region"
nc,71474726,2,"Saturday, October 16, 2010 06:23:08 UTC",36.5092,-120.4225,1.9,13.90,49,"Central California"
ci,14861732,2,"Saturday, October 16, 2010 06:22:26 UTC",32.7855,-115.4460,1.1,10.00,19,"Southern California"
ci,14861724,4,"Saturday, October 16, 2010 05:57:56 UTC",33.4982,-116.5900,1.3,12.00,41,"Southern California"
hv,60184806,1,"Saturday, October 16, 2010 05:43:04 UTC",19.2138,-155.5318,2.7,36.50,35,"Island of Hawaii, Hawaii"
uw,10160542,1,"Saturday, October 16, 2010 05:42:04 UTC",44.1618,-118.2276,2.9,16.20, 8,"Oregon"
us,a00040uf,4,"Saturday, October 16, 2010 05:36:25 UTC",31.0972,141.7870,5.0,41.50,47,"Izu Islands, Japan region"
nn,00318725,7,"Saturday, October 16, 2010 05:33:11 UTC",37.0907,-117.1012,1.2,5.00,13,"Nevada"
ak,10102364,2,"Saturday, October 16, 2010 05:31:00 UTC",63.5015,-148.2401,1.0,12.50,15,"Central Alaska"
ak,10102362,2,"Saturday, October 16, 2010 05:19:00 UTC",63.3129,-150.4788,1.4,128.40,17,"Central Alaska"
ak,10102360,2,"Saturday, October 16, 2010 05:14:10 UTC",60.3490,-143.7133,1.6,2.10,25,"Southern Alaska"
us,a00040uc,6,"Saturday, October 16, 2010 05:12:29 UTC",-1.4452,-80.4398,4.8,62.20,37,"near the coast of Ecuador"
ak,10104045,2,"Saturday, October 16, 2010 04:44:15 UTC",63.0406,-151.0134,1.3,116.70,16,"Central Alaska"
ak,10102358,3,"Saturday, October 16, 2010 04:42:02 UTC",51.8395,-173.2957,3.0,132.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10104043,2,"Saturday, October 16, 2010 04:41:30 UTC",62.8348,-147.2457,1.1,15.10,10,"Central Alaska"
ci,14861716,4,"Saturday, October 16, 2010 04:41:09 UTC",32.7117,-115.9412,1.3,5.10,17,"Southern California"
ak,10102354,2,"Saturday, October 16, 2010 04:14:36 UTC",62.6138,-150.5979,1.3,12.40,22,"Central Alaska"
pr,10289000,0,"Saturday, October 16, 2010 04:10:54 UTC",19.0680,-65.7717,3.2,107.80,10,"Puerto Rico region"
ci,14861692,4,"Saturday, October 16, 2010 03:57:50 UTC",34.0105,-116.8588,2.4,19.40,84,"Southern California"
ak,10102352,2,"Saturday, October 16, 2010 03:53:55 UTC",61.1120,-140.0936,1.7,6.90,14,"Southern Yukon Territory, Canada"
nc,71474696,2,"Saturday, October 16, 2010 03:44:56 UTC",36.3138,-120.8893,1.5,6.80,24,"Central California"
nc,71474691,2,"Saturday, October 16, 2010 03:44:41 UTC",36.1335,-120.7390,1.0,5.00,18,"Central California"
ak,10102347,2,"Saturday, October 16, 2010 03:35:03 UTC",60.2514,-141.1511,1.1,5.70,11,"Southern Alaska"
us,a00040tu,3,"Saturday, October 16, 2010 03:24:00 UTC",-24.7757,-179.6179,5.0,474.50,35,"south of the Fiji Islands"
ci,14861684,4,"Saturday, October 16, 2010 03:16:42 UTC",34.0573,-116.7510,1.3,10.00,40,"Southern California"
hv,60184771,1,"Saturday, October 16, 2010 03:05:22 UTC",19.4595,-155.3988,1.7,7.20,27,"Island of Hawaii, Hawaii"
uw,10160238,1,"Saturday, October 16, 2010 02:38:26 UTC",47.8515,-122.5625,1.4,27.40,22,"Seattle-Tacoma urban area, Washington"
nc,71474661,3,"Saturday, October 16, 2010 02:22:33 UTC",38.7805,-122.7552,2.1,1.40,61,"Northern California"
ak,10104037,2,"Saturday, October 16, 2010 02:18:01 UTC",53.7127,-167.0019,2.5,117.00,12,"Fox Islands, Aleutian Islands, Alaska"
nn,00318724,7,"Saturday, October 16, 2010 02:16:00 UTC",37.2653,-117.9037,1.1,6.40, 6,"Central California"
ci,14861668,2,"Saturday, October 16, 2010 02:08:31 UTC",32.7998,-115.4600,1.3,10.60,12,"Southern California"
nn,00318723,7,"Saturday, October 16, 2010 02:02:16 UTC",37.1623,-117.5848,1.4,25.50,14,"Central California"
nc,71474656,3,"Saturday, October 16, 2010 01:54:08 UTC",36.8437,-121.5783,2.4,3.70,73,"Central California"
ak,10102332,2,"Saturday, October 16, 2010 01:50:49 UTC",61.1180,-140.2266,1.5,9.40,11,"Southern Yukon Territory, Canada"
ak,10104034,2,"Saturday, October 16, 2010 01:45:50 UTC",60.2675,-150.8195,1.2,7.60,11,"Kenai Peninsula, Alaska"
ak,10104033,2,"Saturday, October 16, 2010 01:41:59 UTC",62.9387,-151.2248,1.2,108.10,16,"Central Alaska"
ci,14861652,4,"Saturday, October 16, 2010 01:39:07 UTC",32.6165,-115.7732,1.2,6.60,10,"Baja California, Mexico"
ak,10104032,2,"Saturday, October 16, 2010 01:37:24 UTC",60.0327,-134.0050,1.9,1.20, 6,"Southern Yukon Territory, Canada"
nc,71474641,0,"Saturday, October 16, 2010 01:26:58 UTC",40.3035,-121.5463,1.4,4.90, 8,"Northern California"
ak,10102328,2,"Saturday, October 16, 2010 01:24:44 UTC",60.3697,-140.6157,1.2,5.10,10,"Southern Yukon Territory, Canada"
hv,60184736,1,"Saturday, October 16, 2010 01:04:53 UTC",19.2950,-155.2353,1.7,5.10,15,"Island of Hawaii, Hawaii"
ak,10102319,2,"Saturday, October 16, 2010 01:00:46 UTC",62.0778,-149.1952,1.5,24.80,23,"Central Alaska"
ak,10102315,2,"Saturday, October 16, 2010 00:54:42 UTC",59.2206,-152.7954,1.7,72.30,26,"Southern Alaska"
nm,101610a,A,"Saturday, October 16, 2010 00:53:07 UTC",35.2941,-92.3225,2.3,4.60, 9,"Arkansas"
ak,10102311,2,"Saturday, October 16, 2010 00:48:40 UTC",60.3277,-150.7485,2.3,43.00,53,"Kenai Peninsula, Alaska"
ci,14861628,4,"Saturday, October 16, 2010 00:40:10 UTC",32.7485,-115.4250,1.9,14.50,21,"Southern California"
ci,14861620,4,"Saturday, October 16, 2010 00:39:34 UTC",32.7710,-115.4442,1.7,14.80,22,"Southern California"
ci,14861612,4,"Saturday, October 16, 2010 00:26:01 UTC",32.7760,-115.4330,1.5,12.80,16,"Southern California"
nc,71474611,2,"Saturday, October 16, 2010 00:22:15 UTC",40.2930,-121.5380,2.1,7.90,23,"Northern California"
nc,71474606,2,"Saturday, October 16, 2010 00:21:16 UTC",37.4087,-121.7568,1.0,8.30,15,"San Francisco Bay area, California"
ci,14861596,4,"Saturday, October 16, 2010 00:10:24 UTC",32.2288,-115.3432,1.7,10.00, 9,"Baja California, Mexico"
ak,10104026,2,"Saturday, October 16, 2010 00:08:54 UTC",61.2070,-139.9612,1.2,6.80, 8,"Southern Yukon Territory, Canada"
ak,10102301,2,"Saturday, October 16, 2010 00:07:02 UTC",61.2334,-139.8927,1.5,5.00,11,"Southern Yukon Territory, Canada"
ci,14861588,6,"Friday, October 15, 2010 23:57:16 UTC",32.0005,-116.7095,2.1,15.40,18,"Baja California, Mexico"
us,a00040rs,8,"Friday, October 15, 2010 23:41:08 UTC",14.2260,-91.2871,5.0,60.50,224,"Guatemala"
ak,10102171,2,"Friday, October 15, 2010 23:37:09 UTC",64.8427,-149.0383,1.1,16.90,12,"Central Alaska"
ak,10102167,2,"Friday, October 15, 2010 23:32:47 UTC",63.9344,-148.8938,2.2,0.00,19,"Central Alaska"
ak,10102145,2,"Friday, October 15, 2010 23:02:28 UTC",65.0096,-147.3400,1.1,0.00, 7,"northern Alaska"
ak,10102140,2,"Friday, October 15, 2010 22:57:35 UTC",61.1578,-140.0843,2.2,4.20,20,"Southern Yukon Territory, Canada"
ak,10103449,2,"Friday, October 15, 2010 22:56:32 UTC",56.6043,-155.9124,2.3,7.30,12,"Alaska Peninsula"
ak,10102137,2,"Friday, October 15, 2010 22:49:56 UTC",59.9271,-151.1294,1.8,41.10,23,"Kenai Peninsula, Alaska"
ak,10102136,2,"Friday, October 15, 2010 22:37:53 UTC",59.9092,-150.5735,1.6,45.70,14,"Kenai Peninsula, Alaska"
ak,10102133,2,"Friday, October 15, 2010 22:28:41 UTC",61.1417,-150.2501,1.9,42.40,26,"Southern Alaska"
nm,101510d,A,"Friday, October 15, 2010 22:18:47 UTC",35.2879,-92.3328,1.8,3.40, 5,"Arkansas"
ak,10103444,2,"Friday, October 15, 2010 22:10:53 UTC",61.3797,-147.0718,1.2,19.50,13,"Southern Alaska"
ak,10103443,2,"Friday, October 15, 2010 22:03:28 UTC",64.2796,-152.2930,1.0,17.80, 7,"Central Alaska"
ak,10103442,2,"Friday, October 15, 2010 22:00:57 UTC",61.8421,-150.0179,1.1,46.70,10,"Southern Alaska"
ak,10103441,2,"Friday, October 15, 2010 21:40:33 UTC",62.8977,-149.9290,1.2,78.50,17,"Central Alaska"
ak,10103440,2,"Friday, October 15, 2010 21:21:19 UTC",61.7890,-150.8817,1.4,65.90,15,"Southern Alaska"
us,a00040qj,9,"Friday, October 15, 2010 21:14:49 UTC",40.2774,140.8252,4.7,179.00,37,"eastern Honshu, Japan"
nm,101510b,A,"Friday, October 15, 2010 21:02:18 UTC",35.2890,-92.3287,2.0,3.50, 6,"Arkansas"
ak,10102108,2,"Friday, October 15, 2010 20:57:10 UTC",62.3822,-153.3893,1.6,1.30,14,"Central Alaska"
ci,14861548,2,"Friday, October 15, 2010 20:51:18 UTC",32.6690,-115.9322,1.0,7.40,13,"Southern California"
ak,10102103,2,"Friday, October 15, 2010 20:49:53 UTC",59.3541,-153.3414,2.0,97.80,25,"Southern Alaska"
ak,10102100,2,"Friday, October 15, 2010 20:46:29 UTC",62.9354,-150.6766,1.5,98.70,20,"Central Alaska"
ak,10102098,2,"Friday, October 15, 2010 20:45:19 UTC",60.4730,-147.3670,1.6,8.10,20,"Southern Alaska"
mb,10510896,2,"Friday, October 15, 2010 20:09:35 UTC",46.5763,-113.1465,1.0,7.20,11,"western Montana"
ak,10102089,2,"Friday, October 15, 2010 19:55:11 UTC",59.5969,-152.9677,1.8,106.50,14,"Southern Alaska"
ak,10103433,2,"Friday, October 15, 2010 19:41:50 UTC",62.9796,-151.1624,1.2,121.00,10,"Central Alaska"
ak,10102078,2,"Friday, October 15, 2010 19:22:33 UTC",63.1378,-150.6433,1.2,114.10,12,"Central Alaska"
ci,14861524,4,"Friday, October 15, 2010 19:16:03 UTC",33.1157,-116.4455,1.2,11.40,39,"Southern California"
ci,14861516,4,"Friday, October 15, 2010 19:11:21 UTC",34.0318,-116.2995,1.3,3.50,33,"Southern California"
nc,71474531,3,"Friday, October 15, 2010 19:01:18 UTC",38.8323,-122.8082,1.1,2.40,56,"Northern California"
ak,10102066,2,"Friday, October 15, 2010 18:42:47 UTC",61.6603,-146.5783,1.4,19.50,19,"Southern Alaska"
nm,101510c,A,"Friday, October 15, 2010 18:40:17 UTC",35.3011,-92.3400,3.0,5.50,16,"Arkansas"
pr,10288000,0,"Friday, October 15, 2010 18:40:08 UTC",18.2189,-68.4649,2.7,130.00, 7,"Mona Passage, Dominican Republic"
nc,71474516,2,"Friday, October 15, 2010 18:38:29 UTC",38.7475,-122.6962,1.7,1.50,43,"Northern California"
ci,14861508,2,"Friday, October 15, 2010 18:28:13 UTC",33.0713,-114.9512,1.6,0.00, 5,"Southern California"
ak,10103430,2,"Friday, October 15, 2010 18:24:54 UTC",62.1422,-152.1107,1.3,103.40,12,"Central Alaska"
ci,14861492,6,"Friday, October 15, 2010 18:13:22 UTC",33.1675,-115.6248,1.1,0.00,21,"Southern California"
ak,10103429,2,"Friday, October 15, 2010 18:02:53 UTC",59.1717,-153.0942,1.6,71.70,14,"Southern Alaska"
us,a00040mt,Q,"Friday, October 15, 2010 17:54:02 UTC",46.9926,-27.2161,5.0,10.00,159,"northern Mid-Atlantic Ridge"
ci,14861484,4,"Friday, October 15, 2010 17:52:41 UTC",32.6202,-115.7880,2.6,4.80,43,"Baja California, Mexico"
ci,14861476,4,"Friday, October 15, 2010 17:43:29 UTC",35.6822,-118.4180,1.5,5.20,39,"Central California"
ak,10102044,2,"Friday, October 15, 2010 17:41:15 UTC",61.7102,-150.7739,1.4,56.90,17,"Southern Alaska"
nc,71474481,2,"Friday, October 15, 2010 17:36:24 UTC",38.5945,-122.6920,1.7,8.80,52,"Northern California"
ak,10102034,2,"Friday, October 15, 2010 17:34:03 UTC",62.5730,-151.2960,1.6,93.50,22,"Central Alaska"
nc,71474476,0,"Friday, October 15, 2010 17:32:34 UTC",38.8025,-122.7375,1.0,2.70,14,"Northern California"
ci,14861468,2,"Friday, October 15, 2010 17:31:25 UTC",34.6183,-117.1175,1.1,0.00,11,"Southern California"
nc,71474471,6,"Friday, October 15, 2010 17:28:49 UTC",35.8033,-121.0898,1.4,8.10,28,"Central California"
nc,71474466,2,"Friday, October 15, 2010 17:13:01 UTC",36.5920,-121.0883,1.0,8.30,11,"Central California"
ak,10102022,2,"Friday, October 15, 2010 17:08:46 UTC",60.7403,-139.6176,1.5,6.70,11,"Southern Yukon Territory, Canada"
ak,10102010,2,"Friday, October 15, 2010 16:48:31 UTC",61.8871,-149.2182,2.3,1.40,51,"Southern Alaska"
ak,10101999,2,"Friday, October 15, 2010 16:17:06 UTC",63.4930,-147.4767,1.2,3.00,14,"Central Alaska"
nc,71474456,6,"Friday, October 15, 2010 16:13:53 UTC",37.4100,-121.7527,3.0,9.40,206,"San Francisco Bay area, California"
ak,10101996,2,"Friday, October 15, 2010 16:09:34 UTC",61.4802,-140.7620,1.2,18.20,10,"Southern Yukon Territory, Canada"
nc,71474451,2,"Friday, October 15, 2010 16:08:46 UTC",39.6143,-123.0088,1.5,14.90,15,"Northern California"
ci,14861452,6,"Friday, October 15, 2010 16:05:20 UTC",32.1148,-115.2287,3.2,10.00,17,"Baja California, Mexico"
ci,14861444,4,"Friday, October 15, 2010 15:47:32 UTC",33.9305,-116.9970,1.8,17.90,63,"Southern California"
mb,10161322,2,"Friday, October 15, 2010 15:43:46 UTC",48.6311,-112.3078,2.9,1.40,38,"western Montana"
ci,14861436,4,"Friday, October 15, 2010 15:41:49 UTC",36.3428,-118.0902,1.4,1.80,22,"Central California"
ci,14861428,4,"Friday, October 15, 2010 15:24:37 UTC",32.7857,-115.4493,2.0,15.20,23,"Southern California"
ci,14861420,2,"Friday, October 15, 2010 15:23:08 UTC",32.7578,-115.4297,2.1,22.00,27,"Southern California"
ak,10101978,2,"Friday, October 15, 2010 15:13:46 UTC",59.8583,-141.6731,1.8,6.80,22,"Southeastern Alaska"
ak,10101975,2,"Friday, October 15, 2010 15:05:41 UTC",61.1196,-150.7395,1.3,58.90,14,"Southern Alaska"
nc,71474431,3,"Friday, October 15, 2010 14:53:40 UTC",37.9638,-118.7127,1.8,9.00,41,"Central California"
ak,10101966,2,"Friday, October 15, 2010 14:49:44 UTC",65.4479,-149.9084,1.8,0.40,21,"northern Alaska"
ci,14861380,6,"Friday, October 15, 2010 14:30:44 UTC",32.2145,-115.2608,2.7,10.00,14,"Baja California, Mexico"
ak,10103416,2,"Friday, October 15, 2010 14:15:06 UTC",62.0116,-151.6084,1.4,83.60,20,"Central Alaska"
nc,71474406,2,"Friday, October 15, 2010 14:13:34 UTC",36.5405,-121.1358,1.1,8.70,24,"Central California"
ci,14861364,4,"Friday, October 15, 2010 13:47:05 UTC",32.6373,-115.6807,1.9,11.40,23,"Baja California, Mexico"
ci,14861356,4,"Friday, October 15, 2010 13:45:47 UTC",35.4018,-118.6517,1.4,5.90,32,"Central California"
ak,10101954,2,"Friday, October 15, 2010 13:32:48 UTC",60.9494,-147.1088,1.1,26.40,13,"Southern Alaska"
ci,14861340,4,"Friday, October 15, 2010 13:31:15 UTC",35.9623,-117.6552,1.6,2.70,30,"Central California"
ak,10101950,2,"Friday, October 15, 2010 13:00:59 UTC",50.3743,177.8929,3.5,3.40,24,"Rat Islands, Aleutian Islands, Alaska"
us,2010cka8,7,"Friday, October 15, 2010 12:43:55 UTC",3.6450,95.4467,5.1,48.90,55,"off the west coast of northern Sumatra"
ak,10103411,2,"Friday, October 15, 2010 12:36:45 UTC",51.3577,-171.1460,3.3,47.00,15,"Fox Islands, Aleutian Islands, Alaska"
ak,10101948,2,"Friday, October 15, 2010 12:32:06 UTC",61.5771,-146.4791,1.3,32.70,16,"Southern Alaska"
nn,00318672,7,"Friday, October 15, 2010 12:24:34 UTC",37.1610,-117.3640,1.2,11.70, 9,"Nevada"
nm,101510a,A,"Friday, October 15, 2010 12:19:32 UTC",35.2868,-92.3330,2.4,4.30,11,"Arkansas"
nn,00318670,7,"Friday, October 15, 2010 12:19:30 UTC",37.3722,-117.1269,1.4,8.50,10,"Nevada"
hv,60184576,1,"Friday, October 15, 2010 12:17:46 UTC",19.2690,-155.2310,2.0,9.00,24,"Island of Hawaii, Hawaii"
ak,10101938,2,"Friday, October 15, 2010 12:16:36 UTC",61.8830,-149.2228,2.1,4.60,38,"Southern Alaska"
ak,10101937,2,"Friday, October 15, 2010 12:12:08 UTC",63.2598,-151.6554,1.3,5.70,16,"Central Alaska"
nn,00318668,7,"Friday, October 15, 2010 12:10:03 UTC",37.3744,-117.1265,2.3,9.10,10,"Nevada"
ak,10101934,2,"Friday, October 15, 2010 12:09:20 UTC",60.3772,-140.6163,1.3,4.30,14,"Southern Yukon Territory, Canada"
nn,00318667,7,"Friday, October 15, 2010 12:09:08 UTC",37.3855,-117.1164,2.3,6.30,12,"Nevada"
nn,00318665,7,"Friday, October 15, 2010 12:05:16 UTC",37.3775,-117.1146,1.8,5.20,14,"Nevada"
ak,10103405,2,"Friday, October 15, 2010 12:04:51 UTC",62.5142,-151.0531,1.1,81.30, 8,"Central Alaska"
ak,10101932,3,"Friday, October 15, 2010 12:01:47 UTC",51.3999,-171.0822,3.4,61.70,20,"Fox Islands, Aleutian Islands, Alaska"
